200;2;150;190;160;170
200;5;150;140;140;150
200;10;44;43;45;46
200;15;24;22;21;21
200;20;13;13;11;10
200;25;6;8;7;7
400;2;330;340;340;350
400;5;290;280;280;280
400;10;150;140;150;140
400;15;36;34;35;36
400;20;18;17;18;18
400;25;10;11;10;11
600;2;520;530;540;530
600;5;420;430;420;430
600;10;230;210;220;220
600;15;100;110;100;110
600;20;27;26;28;27
600;25;15;15;15;15
